id,key,value,type
1513008207,ref,MAGD/BENSON--BE,regular
1513008207,name,Buckingham E,regular
1513008207,entrance,residence,regular
1513008207,operator,Magdalene College (University of Cambridge),regular
1513008208,ref,MAGD/BENSON--BF,regular
1513008208,name,Buckingham F,regular
1513008208,entrance,residence,regular
1513008208,operator,Magdalene College (University of Cambridge),regular
1513008209,ref,MAGD/BENSON--BG,regular
1513008209,name,Buckingham G,regular
1513008209,entrance,residence,regular
1513008209,operator,Magdalene College (University of Cambridge),regular
1513008210,ref,MAGD/BENSON--BH,regular
1513008210,name,Buckingham H,regular
1513008210,entrance,residence,regular
1513008210,operator,Magdalene College (University of Cambridge),regular
1513008211,ref,MAGD/BENSON--BJ,regular
1513008211,name,Buckingham J,regular
1513008211,entrance,residence,regular
1513008211,operator,Magdalene College (University of Cambridge),regular
1513008221,ref,MAGD/BENSON--BK,regular
1513008221,name,Buckingham K,regular
1513008221,entrance,residence,regular
1513008221,operator,Magdalene College (University of Cambridge),regular
1513008227,ref,MAGD/BENSON025.1-A,regular
1513008227,name,Buckingham Room,regular
1513008227,entrance,main_entrance,regular
1513008227,operator,Magdalene College (University of Cambridge),regular
1513008231,ref,MAGD/BENSON--F,regular
1513008231,name,F,regular
1513008231,entrance,residence,regular
1513008231,operator,Magdalene College (University of Cambridge),regular
1513008243,ref,MAGD/BENSON--G,regular
1513008243,name,G,regular
1513008243,entrance,residence,regular
1513008243,operator,Magdalene College (University of Cambridge),regular
1513008249,ref,MAGD/BENSON--MA,regular
1513008249,name,Mallory A,regular
1513008249,entrance,residence,regular
1513008249,operator,Magdalene College (University of Cambridge),regular
1513008260,ref,MAGD/BENSON--MC,regular
1513008260,name,Mallory C,regular
1513008260,entrance,residence,regular
1513008260,operator,Magdalene College (University of Cambridge),regular
1513008264,ref,MAGD/BENSON--MD,regular
1513008264,name,Mallory D,regular
1513008264,entrance,residence,regular
1513008264,operator,Magdalene College (University of Cambridge),regular
1513008277,ref,MAGD/BENSON--ME,regular
1513008277,name,Mallory E,regular
1513008277,entrance,residence,regular
1513008277,operator,Magdalene College (University of Cambridge),regular
1513008283,ref,MAGD/BENSON--MF,regular
1513008283,name,Mallory F,regular
1513008283,entrance,residence,regular
1513008283,operator,Magdalene College (University of Cambridge),regular
1513008290,ref,MAGD/BENSON--MH,regular
1513008290,name,Mallory H,regular
1513008290,entrance,residence,regular
1513008290,operator,Magdalene College (University of Cambridge),regular
1513015826,foot,yes,regular
1513015826,barrier,gate,regular
1513015826,bicycle,no,regular
1513015826,vehicle,no,regular
1513015878,barrier,entrance,regular
1513033367,ref,CLARE/COLONY-B,regular
1513033367,foot,yes,regular
1513033367,access,private,regular
1513033367,barrier,gate,regular
1513033367,bicycle,yes,regular
1513033367,vehicle,no,regular
1513033367,entrance,private,regular
1513033367,operator,Clare College (University of Cambridge),regular
1513033401,ref,CLARE/COLONY-C,regular
1513033401,access,private,regular
1513033401,barrier,gate,regular
1513033401,entrance,private,regular
1513033401,operator,Clare College (University of Cambridge),regular
1513033405,ref,CLARE/COLONY-A,regular
1513033405,barrier,entrance,regular
1513033405,entrance,main_entrance,regular
1513033405,operator,Clare College (University of Cambridge),regular
1513115722,power,pole,regular
1513115723,power,pole,regular
1513115767,power,pole,regular
1513115782,power,pole,regular
1513115820,power,pole,regular
1513115834,power,pole,regular
1513115843,power,pole,regular
1513115846,power,pole,regular
1513120053,power,pole,regular
1513120073,power,pole,regular
1513120076,power,pole,regular
1513120082,power,pole,regular
1513120085,power,pole,regular
1513120089,power,pole,regular
1513120090,power,pole,regular
1513120091,power,pole,regular
1513120092,power,pole,regular
1513120093,power,pole,regular
1513120095,power,pole,regular
1513147388,power,pole,regular
1513164368,power,pole,regular
1513164373,power,pole,regular
1513164397,power,pole,regular
1513164400,power,pole,regular
1513164402,power,pole,regular
1513164417,power,pole,regular
1513164421,power,pole,regular
1513164429,power,pole,regular
1513164432,power,pole,regular
1513164457,power,pole,regular
1513164464,power,pole,regular
1513164485,power,pole,regular
1513164491,power,pole,regular
1513164504,power,pole,regular
1513164527,power,pole,regular
1513164558,power,pole,regular
1513164566,power,pole,regular
1513986539,name,Cambridge Moonshine,regular
1513986539,craft,brewery,regular
1513986539,street,Shelford Road,addr
1513986539,postal_code,CB21 5EQ,addr
1513986539,housename,Hill Farm,addr
1514004899,name,Milton Brewery,regular
1514004899,note,location approx,regular
1514004899,craft,brewery,regular
1514004899,street,Norman Industrial Estate,addr
1514004899,postal_code,CB24 6AT,addr
1514004899,housename,Unit 111,addr
1514361506,ref,L/BOTANIC-E,regular
1514361506,access,private,regular
1514361506,barrier,gate,regular
1514361506,entrance,private,regular
1514361525,ref,L/BOTANIC-C,regular
1514361525,access,private,regular
1514361525,barrier,gate,regular
1514361525,entrance,goods,regular
1514381905,barrier,gate,regular
1514381999,barrier,gate,regular
1514517135,access,private,regular
1514517135,barrier,gate,regular
1514517135,entrance,exit,regular
1514517135,operator,Ridley Hall,regular
1514517135,university_of_cambridge,yes,ref
1514517148,access,private,regular
1514517148,barrier,gate,regular
1514517148,entrance,private,regular
1514517148,operator,Ridley Hall,regular
1514517148,university_of_cambridge,yes,ref
1514517160,access,private,regular
1514517160,barrier,gate,regular
1514517160,operator,Ridley Hall,regular
1514517160,university_of_cambridge,yes,ref
1514517254,access,private,regular
1514517254,barrier,gate,regular
1514517254,vehicle,no,regular
1514517254,entrance,main_entrance,regular
1514517254,operator,Ridley Hall,regular
1514517254,university_of_cambridge,yes,ref
1514517271,entrance,main_entrance,regular
1514517271,operator,Ridley Hall,regular
1514517271,university_of_cambridge,yes,ref
1514517471,access,private,regular
1514517471,barrier,gate,regular
1514517471,entrance,private,regular
1514517471,operator,Ridley Hall,regular
1514517471,university_of_cambridge,yes,ref
1514517473,access,private,regular
1514517473,barrier,gate,regular
1514517473,entrance,secondary_entrance,regular
1514517473,operator,Ridley Hall,regular
1514517473,university_of_cambridge,yes,ref
1514568879,ref,DAR011-L,regular
1514568879,name,10,regular
1514568879,entrance,residence,regular
1514568970,ref,DAR016-A,regular
1514568970,entrance,service,regular
1514568970,operator,Darwin College (University of Cambridge),regular
1514568981,ref,DAR-A,regular
1514568981,barrier,gate,regular
1514568981,entrance,main_entrance,regular
1514568981,operator,Darwin College (University of Cambridge),regular
1515309393,power,pole,regular
1515309396,power,pole,regular
1515309398,power,pole,regular
1515309403,power,pole,regular
1515309412,power,pole,regular
1515309419,power,pole,regular
1515309423,power,pole,regular
1515309430,power,pole,regular
1515309442,power,pole,regular
1515309452,power,pole,regular
1515309457,power,pole,regular
1515309460,power,pole,regular
1515309467,power,pole,regular
1515309475,power,pole,regular
1515309478,power,pole,regular
1515317861,power,pole,regular
1515317863,power,pole,regular
1515317865,power,pole,regular
1515317867,power,pole,regular
1515317869,power,pole,regular
1515317882,power,pole,regular
1515317884,power,pole,regular
1515317887,power,pole,regular
1515317894,power,pole,regular
1515317906,power,pole,regular
1515317910,power,pole,regular
1515317922,power,pole,regular
1515317938,power,pole,regular
1515317944,power,pole,regular
1515317971,power,pole,regular
1515328161,power,pole,regular
1515328166,power,pole,regular
1515328166,phases,1,regular
1515328166,voltage,11000,regular
1515328166,frequency,50,regular
1515328166,transformer,distribution,regular
1515328180,power,pole,regular
1515328184,power,pole,regular
1515328184,source,Bing,regular
1515328187,power,pole,regular
1515418952,power,pole,regular
1515418957,power,pole,regular
1515418960,power,pole,regular
1515418963,power,pole,regular
1515418965,power,pole,regular
1515418973,power,pole,regular
1515418975,power,pole,regular
1515418977,power,pole,regular
1515418979,power,pole,regular
1515418982,power,pole,regular
1515418985,power,pole,regular
1515426706,power,pole,regular
1515426711,power,pole,regular
1515426715,power,pole,regular
1515426718,power,pole,regular
1515426721,power,pole,regular
1515426725,power,pole,regular
1515426737,power,pole,regular
1515426741,power,pole,regular
1515426748,power,pole,regular
1515426753,power,pole,regular
1515426759,power,pole,regular
1515426762,power,pole,regular
1515450512,power,pole,regular
1515450516,power,pole,regular
1515450529,power,pole,regular
1515450533,power,pole,regular
1515450538,power,pole,regular
1515450541,power,pole,regular
1515450546,power,pole,regular
1515450566,power,pole,regular
1515450568,power,pole,regular
1515450571,power,pole,regular
1515450576,power,pole,regular
1515450582,power,pole,regular
1515450596,power,pole,regular
1515450599,power,pole,regular
1515540482,power,pole,regular
1515550616,power,pole,regular
1515550624,power,pole,regular
1515550629,power,pole,regular
1515550632,power,pole,regular
1515550633,power,pole,regular
1515550640,power,pole,regular
1515550641,power,pole,regular
1516378629,power,pole,regular
1516378639,power,pole,regular
1516378641,power,pole,regular
1516378646,power,pole,regular
1516378650,power,pole,regular
1516378653,power,pole,regular
1516378668,power,pole,regular
1516378669,power,pole,regular
1516378675,power,pole,regular
1516378684,power,pole,regular
1516378691,power,pole,regular
1516378693,power,pole,regular
1516378701,power,pole,regular
1517894990,barrier,gate,regular
1517895012,ref,F096-A,regular
1517895012,entrance,main_entrance,regular
1517895012,operator,University of Cambridge,regular
1517895013,ref,F097-A,regular
1517895013,entrance,secondary_entrance,regular
1517895013,operator,University of Cambridge,regular
1517895026,ref,F096-B,regular
1517895026,entrance,secondary_entrance,regular
1517895026,operator,University of Cambridge,regular
1517895031,ref,F103-A,regular
1517895031,entrance,main_entrance,regular
1517895031,operator,University of Cambridge,regular
1519598980,source,survey,regular
1519598980,barrier,gate,regular
1519605632,barrier,gate,regular
1520999704,man_made,surveillance,regular
1523565375,power,transformer,regular
1523565388,power,pole,regular
1523565396,power,pole,regular
1523565414,power,pole,regular
1523565421,power,pole,regular
1523565433,power,pole,regular
1523688554,name,Ann's Court,regular
1523688554,landuse,univeristy_court,regular
1523688554,operator,Selwyn College (University of Cambridge),regular
1523688562,name,Old Court,regular
1523688562,landuse,univeristy_court,regular
1523688562,operator,Selwyn College (University of Cambridge),regular
1523688576,access,private,regular
1523688576,amenity,bicycle_parking,regular
1523688576,operator,Selwyn College (University of Cambridge),regular
1523688589,ref,SEL/RES019-A,regular
1523688589,entrance,residence,regular
1523688589,operator,Selwyn College (University of Cambridge),regular
1523688638,ref,SEL/RES021-A,regular
1523688638,entrance,residence,regular
1523688638,operator,Selwyn College (University of Cambridge),regular
1523688729,ref,SEL/RES023-A,regular
1523688729,entrance,residence,regular
1523688729,operator,Selwyn College (University of Cambridge),regular
1523688731,ref,SEL/RES025-A,regular
1523688731,entrance,residence,regular
1523688731,operator,Selwyn College (University of Cambridge),regular
1523688817,access,private,regular
1523688817,barrier,entrance,regular
1523688817,entrance,residence,regular
1523688817,operator,Selwyn College (University of Cambridge),regular
1523688830,ref,SEL/RES029-A,regular
1523688830,entrance,residence,regular
1523688830,operator,Selwyn College (University of Cambridge),regular
1523688865,access,private,regular
1523688865,barrier,gate,regular
1523688865,operator,Selwyn College (University of Cambridge),regular
1523688892,access,private,regular
1523688892,barrier,gate,regular
1523688892,operator,Selwyn College (University of Cambridge),regular
1523688953,access,private,regular
1523688953,barrier,entrance,regular
1523688953,entrance,residence,regular
1523688953,operator,Selwyn College (University of Cambridge),regular
1523688956,ref,SEL031-A,regular
1523688956,entrance,residence,regular
1523688956,operator,Selwyn College (University of Cambridge),regular
1523688987,ref,SSEL-M,regular
1523688987,barrier,entrance,regular
1523688987,entrance,secondary_entrance,regular
1523688987,operator,Selwyn College (University of Cambridge),regular
1523689018,ref,SEL-N,regular
1523689018,barrier,gate,regular
1523689018,entrance,goods,regular
1523689018,operator,Selwyn College (University of Cambridge),regular
1523689038,ref,SEL012.1-E,regular
1523689038,entrance,goods,regular
1523689038,operator,Selwyn College (University of Cambridge),regular
1523689059,ref,SEL012.1-D,regular
1523689059,entrance,residence,regular
1523689059,operator,Selwyn College (University of Cambridge),regular
1523689063,ref,SEL012.1-C,regular
1523689063,entrance,residence,regular
1523689063,operator,Selwyn College (University of Cambridge),regular
1523689066,barrier,gate,regular
1523689079,ref,SEL--G,regular
1523689079,name,G,regular
1523689079,entrance,residence,regular
1523689079,operator,Selwyn College (University of Cambridge),regular
1523689110,entrance,fire_exit,regular
1523689110,operator,Selwyn College (University of Cambridge),regular
1523689119,ref,SEL012.1-B,regular
1523689119,entrance,secondary_entrance,regular
1523689119,operator,Selwyn College (University of Cambridge),regular
1523689130,ref,SEL012.1-A,regular
1523689130,name,Hall,regular
1523689130,entrance,main_entrance,regular
1523689132,ref,SEL012.1-F,regular
1523689132,entrance,secondary_entrance,regular
1523689132,operator,Selwyn College (University of Cambridge),regular
1523689149,entrance,fire_exit,regular
1523689149,operator,Selwyn College (University of Cambridge),regular
1523689153,ref,SEL012.2-A,regular
1523689153,entrance,secondary_entrance,regular
1523689153,operator,Selwyn College (University of Cambridge),regular
1523689156,ref,SEL011-A,regular
1523689156,name,Bar; SCR,regular
1523689156,entrance,residence,regular
1523689156,operator,Selwyn College (University of Cambridge),regular
1523689224,ref,SEL014-A,regular
1523689224,entrance,main_entrance,regular
1523689224,operator,Selwyn College (University of Cambridge),regular
1523689287,ref,SEL--A,regular
1523689287,name,A,regular
1523689287,entrance,residence,regular
1523689287,operator,Selwyn College (University of Cambridge),regular
1523689316,ref,SEL014-B,regular
1523689316,entrance,secondary_entrance,regular
1523689316,operator,Selwyn College (University of Cambridge),regular
1523689324,barrier,gate,regular
1523689335,entrance,fire_exit,regular
1523689335,operator,Selwyn College (University of Cambridge),regular
1523689365,access,private,regular
1523689365,amenity,bicycle_parking,regular
1523689365,capacity,30,regular
1523689365,operator,Selwyn College (University of Cambridge),regular
1523689365,bicycle_parking,high_density,regular
1523689400,access,private,regular
1523689400,amenity,bicycle_parking,regular
1523689400,capacity,15,regular
1523689400,operator,Selwyn College (University of Cambridge),regular
1523689400,bicycle_parking,high_density,regular
1523689409,ref,SEL015-A,regular
1523689409,entrance,residence,regular
1523689409,operator,Selwyn College (University of Cambridge),regular
1523689463,ref,SEL015-B,regular
1523689463,entrance,secondary_entrance,regular
1523689463,operator,Selwyn College (University of Cambridge),regular
1523689463,wheelchair,yes,regular
1523689484,ref,SEL-A,regular
1523689484,barrier,entrance,regular
1523689484,entrance,main_entrance,regular
1523689484,operator,Selwyn College (University of Cambridge),regular
1523689518,ref,SEL010-A,regular
1523689518,entrance,porters,regular
1523689518,operator,Selwyn College (University of Cambridge),regular
1523689598,ref,SEL010-B,regular
1523689598,entrance,porters,regular
1523689598,wheelchair,yes,regular
1523689603,access,staff,regular
1523689603,amenity,bicycle_parking,regular
1523689603,capacity,15,regular
1523689603,operator,Selwyn College (University of Cambridge),regular
1523689603,bicycle_parking,high_density,regular
1523689643,access,private,regular
1523689643,amenity,bicycle_parking,regular
1523689643,capacity,30,regular
1523689643,operator,Selwyn College (University of Cambridge),regular
1523689643,bicycle_parking,high_density,regular
1523689686,barrier,gate,regular
1523689712,ref,SEL--B,regular
1523689712,name,B,regular
1523689712,entrance,residence,regular
1523689712,operator,Selwyn College (University of Cambridge),regular
1523689814,barrier,gate,regular
1523689867,ref,SEL--F,regular
1523689867,name,F,regular
1523689867,entrance,residence,regular
1523689867,operator,Selwyn College (University of Cambridge),regular
1523689892,ref,SEL--E,regular
1523689892,name,E,regular
1523689892,entrance,residence,regular
1523689892,operator,Selwyn College (University of Cambridge),regular
1523689892,wheelchair,yes,regular
1523689916,ref,SEL--D,regular
1523689916,name,D,regular
1523689916,entrance,residence,regular
1523689916,operator,Selwyn College (University of Cambridge),regular
1523689964,ref,SEL--C,regular
1523689964,name,C,regular
1523689964,entrance,residence,regular
1523689964,operator,Selwyn College (University of Cambridge),regular
1523690085,ref,SEL-B,regular
1523690085,barrier,entrance,regular
1523690085,entrance,secondary_entrance,regular
1523690085,operator,Selwyn College (University of Cambridge),regular
1523690127,ref,SEL017-A,regular
1523690127,entrance,main_entrance,regular
1523690127,operator,Selwyn College (University of Cambridge),regular
1523690253,access,private,regular
1523690253,barrier,gate,regular
1523690253,operator,Selwyn College (University of Cambridge),regular
1523690258,entrance,fire_exit,regular
1523690335,entrance,fire_exit,regular
1523690368,ref,SEL-C,regular
1523690368,barrier,entrance,regular
1523690368,entrance,private,regular
1523690368,operator,Selwyn College (University of Cambridge),regular
1523690459,ref,SEL018-A,regular
1523690459,entrance,residence,regular
1523690459,operator,Selwyn College (University of Cambridge),regular
1523690542,ref,SEL019-A,regular
1523690542,entrance,residence,regular
1523690542,operator,Selwyn College (University of Cambridge),regular
1523690629,ref,SEL--Q,regular
1523690629,name,Q,regular
1523690629,entrance,residence,regular
1523690629,operator,Selwyn College (University of Cambridge),regular
1523690664,ref,SEL021-A,regular
1523690664,name,College Offices,regular
1523690664,entrance,staff,regular
1523690664,operator,Selwyn College (University of Cambridge),regular
1523690677,barrier,gate,regular
1523690682,ref,SEL/CRIPPS-A,regular
1523690682,barrier,entrance,regular
1523690682,bicycle,no,regular
1523690682,vehicle,no,regular
1523690682,operator,Selwyn College (University of Cambridge),regular
1523690690,ref,SEL--R,regular
1523690690,name,R,regular
1523690690,entrance,residence,regular
1523690690,operator,Selwyn College (University of Cambridge),regular
1523690766,ref,SEL--R,regular
1523690766,name,R,regular
1523690766,entrance,residence,regular
1523690766,operator,Selwyn College (University of Cambridge),regular
1523690775,ref,SEL--P,regular
1523690775,name,P,regular
1523690775,entrance,residence,regular
1523690775,operator,Selwyn College (University of Cambridge),regular
1523690844,ref,SEL/CRIPPS-D,regular
1523690844,barrier,entrance,regular
1523690844,entrance,secondary_entrance,regular
1523690844,operator,Selwyn College (University of Cambridge),regular
1523690848,ref,SEL/CRIPPS-B,regular
1523690848,barrier,entrance,regular
1523690848,bicycle,no,regular
1523690848,vehicle,no,regular
1523690848,operator,Selwyn College (University of Cambridge),regular
1523690954,ref,SEL/CRIPPS--N,regular
1523690954,name,N,regular
1523690954,entrance,residence,regular
1523690954,operator,Selwyn College (University of Cambridge),regular
1523690959,ref,SEL/CRIPPS011-A,regular
1523690959,entrance,yes,regular
1523690965,ref,SEL--O,regular
1523690965,name,O,regular
1523690965,entrance,residence,regular
1523690965,operator,Selwyn College (University of Cambridge),regular
1523691050,ref,SEL/CRIPPS010-A,regular
1523691050,entrance,main_entrance,regular
1523691050,operator,Selwyn College (University of Cambridge),regular
1523691104,ref,SEL/CRIPPS--H,regular
1523691104,name,H,regular
1523691104,entrance,residence,regular
1523691104,operator,Selwyn College (University of Cambridge),regular
1523691107,ref,SEL/CRIPPS--M,regular
1523691107,name,M,regular
1523691107,entrance,residence,regular
1523691107,operator,Selwyn College (University of Cambridge),regular
1523691195,ref,SEL/CRIPPS--I,regular
1523691195,name,I,regular
1523691195,entrance,residence,regular
1523691195,operator,Selwyn College (University of Cambridge),regular
1523691203,ref,SEL022-B,regular
1523691203,entrance,residence,regular
1523691203,operator,Selwyn College (University of Cambridge),regular
1523691207,access,private,regular
1523691207,amenity,bicycle_parking,regular
1523691207,covered,yes,regular
1523691207,operator,Selwyn College (University of Cambridge),regular
1523691207,bicycle_parking,high_density,regular
1523691237,ref,SEL-K,regular
1523691237,access,private,regular
1523691237,barrier,gate,regular
1523691237,operator,Selwyn College (University of Cambridge),regular
1523691246,ref,SEL/CRIPPS010-B,regular
1523691246,entrance,secondary_entrance,regular
1523691246,operator,Selwyn College (University of Cambridge),regular
1523691257,ref,SEL023-B,regular
1523691257,entrance,residence,regular
1523691257,operator,Selwyn College (University of Cambridge),regular
1523691294,ref,SEL/CRIPPS--J,regular
1523691294,name,J,regular
1523691294,entrance,residence,regular
1523691294,operator,Selwyn College (University of Cambridge),regular
1523691326,ref,SEL/CRIPPS012-A,regular
1523691326,entrance,private,regular
1523691326,operator,Selwyn College (University of Cambridge),regular
1523691330,ref,SEL/CRIPPS-C,regular
1523691330,barrier,entrance,regular
1523691330,entrance,secondary_entrance,regular
1523691330,operator,Selwyn College (University of Cambridge),regular
1523691332,ref,SEL/CRIPPS--K,regular
1523691332,name,K,regular
1523691332,entrance,residence,regular
1523691332,operator,Selwyn College (University of Cambridge),regular
1523691370,ref,SEL/CRIPPS--L,regular
1523691370,name,L,regular
1523691370,entrance,residence,regular
1523691370,operator,Selwyn College (University of Cambridge),regular
1523691379,ref,SEL022-A,regular
1523691379,entrance,residence,regular
1523691379,operator,Selwyn College (University of Cambridge),regular
1523691387,ref,SEL/CRIPPS010-C,regular
1523691387,entrance,private,regular
1523691387,operator,Selwyn College (University of Cambridge),regular
1523691420,ref,SEL023-A,regular
1523691420,entrance,residence,regular
1523691420,operator,Selwyn College (University of Cambridge),regular
1523691432,access,private,regular
1523691432,amenity,bicycle_parking,regular
1523691432,capacity,10,regular
1523691432,operator,Selwyn College (University of Cambridge),regular
1523691432,bicycle_parking,stands,regular
1523691442,access,private,regular
1523691442,amenity,bicycle_parking,regular
1523691442,covered,yes,regular
1523691442,capacity,34,regular
1523691442,operator,Selwyn College (University of Cambridge),regular
1523691442,bicycle_parking,high_density,regular
1523691472,ref,SEL-H,regular
1523691472,barrier,entrance,regular
1523691472,entrance,private,regular
1523691472,operator,Selwyn College (University of Cambridge),regular
1523776300,ref,SEL-L,regular
1523776300,barrier,entrance,regular
1523776300,vehicle,no,regular
1523776300,entrance,private,regular
1523776300,operator,Selwyn College (University of Cambridge),regular
1523776329,ref,SEL-D,regular
1523776329,barrier,entrance,regular
1523776329,entrance,private,regular
1523776329,operator,Selwyn College (University of Cambridge),regular
1523776357,ref,SEL-E,regular
1523776357,barrier,entrance,regular
1523776357,entrance,secondary_entrance,regular
1523776357,operator,Selwyn College (University of Cambridge),regular
1523776362,ref,SEL-G,regular
1523776362,barrier,entrance,regular
1523776362,entrance,private,regular
1523776362,operator,Selwyn College (University of Cambridge),regular
1523776364,ref,SEL-I,regular
1523776364,barrier,entrance,regular
1523776364,entrance,private,regular
1523776364,operator,Selwyn College (University of Cambridge),regular
1523800913,amenity,bench,regular
1523800918,amenity,bench,regular
1523800920,amenity,bench,regular
1523800931,ref,SEL024-A,regular
1523800931,entrance,residence,regular
1523800931,operator,Selwyn College (University of Cambridge),regular
1523800967,ref,SEL024-D,regular
1523800967,entrance,residence,regular
1523800967,operator,Selwyn College (University of Cambridge),regular
1523800974,ref,SEL024-C,regular
1523800974,entrance,residence,regular
1523800974,operator,Selwyn College (University of Cambridge),regular
1523801014,ref,SEL024-B,regular
1523801014,entrance,residence,regular
1523801014,operator,Selwyn College (University of Cambridge),regular
1523801014,wheelchair,yes,regular
1524472839,power,pole,regular
1524472841,power,pole,regular
1524472843,power,pole,regular
1524472844,power,pole,regular
1524472846,power,pole,regular
1524472849,power,pole,regular
1524852989,power,pole,regular
1524852993,power,pole,regular
1524852996,power,pole,regular
1524853000,power,pole,regular
1524853004,power,pole,regular
1524853006,power,pole,regular
1524853012,power,pole,regular
1526684620,source,Bing,regular
1526684620,natural,tree,regular
1526684632,name,The Coffee House,regular
1526684632,amenity,cafe,regular
1526684632,cuisine,coffee_shop,regular
1526754339,ref,CLARE/COLONY010--A,regular
1526754339,name,A,regular
1526754339,entrance,residence,regular
1526754339,operator,Clare College (University of Cambridge),regular
1526754343,ref,CLARE/COLONY010--B,regular
1526754343,name,B,regular
1526754343,entrance,residence,regular
1526754343,operator,Clare College (University of Cambridge),regular
1526754346,ref,CLARE/COLONY010--C,regular
1526754346,name,C,regular
1526754346,entrance,residence,regular
1526754346,operator,Clare College (University of Cambridge),regular
1526754350,ref,CLARE/COLONY010--D,regular
1526754350,name,D,regular
1526754350,entrance,residence,regular
1526754350,operator,Clare College (University of Cambridge),regular
1526754366,ref,CLARE/COLONY023-A,regular
1526754366,name,Meeting Room 1,regular
1526754366,entrance,secondary_entrance,regular
1526754366,operator,Clare College (University of Cambridge),regular
1526754370,ref,CLARE/COLONY023-B,regular
1526754370,name,Meeting Room 2,regular
1526754370,entrance,secondary_entrance,regular
1526754370,operator,Clare College (University of Cambridge),regular
1526754374,ref,CLARE/COLONY023-C,regular
1526754374,name,Meeting Room 3,regular
1526754374,entrance,secondary_entrance,regular
1526754374,operator,Clare College (University of Cambridge),regular
1526754381,name,Stars Barbers,regular
1526754381,shop,hairdresser,regular
1526754381,street,Castle Street,addr
1526754381,postal_code,CB3 0AJ,addr
1526754381,housenumber,12,addr
1526754387,access,private,regular
1526754387,amenity,bicycle_parking,regular
1526754387,covered,yes,regular
1526754387,capacity,80,regular
1526754387,operator,Clare College (University of Cambridge),regular
1526754387,bicycle_parking,stands,regular
1526754404,ref,CLARE/COLONY013-A,regular
1526754404,entrance,residence,regular
1526754404,operator,Clare College (University of Cambridge),regular
1526754423,entrance,fire_exit,regular
1526754426,entrance,fire_exit,regular
1526754454,entrance,fire_exit,regular
1526754469,entrance,fire_exit,regular
1526754507,ref,CLARE/COLONY010-E,regular
1526754507,entrance,secondary_entrance,regular
1526754507,operator,Clare College (University of Cambridge),regular
1526754510,ref,CLARE/COLONY011-A,regular
1526754510,entrance,residence,regular
1526754510,operator,Clare College (University of Cambridge),regular
1526754522,ref,CLARE/COLONY010-F,regular
1526754522,entrance,secondary_entrance,regular
1526754522,operator,Clare College (University of Cambridge),regular
1526754538,ref,CLARE/COLONY015-A,regular
1526754538,entrance,residence,regular
1526754538,operator,Clare College (University of Cambridge),regular
1526754572,entrance,fire_exit,regular
1526754578,ref,CLARE/COLONY011-B,regular
1526754578,entrance,residence,regular
1526754578,operator,Clare College (University of Cambridge),regular
1526754646,access,private,regular
1526754646,amenity,bicycle_parking,regular
1526754646,covered,yes,regular
1526754646,capacity,11,regular
1526754646,operator,Clare College (University of Cambridge),regular
1526754646,bicycle_parking,mixed,regular
1526754666,access,private,regular
1526754666,amenity,bicycle_parking,regular
1526754666,covered,yes,regular
1526754666,capacity,12,regular
1526754666,operator,Clare College (University of Cambridge),regular
1526754666,bicycle_parking,stands,regular
1526754679,ref,CLARE/COLONY016-A,regular
1526754679,entrance,residence,regular
1526754679,operator,Clare College (University of Cambridge),regular
1526754785,ref,CLARE/COLONY018-C,regular
1526754785,name,St. Giles,regular
1526754785,entrance,secondary_entrance,regular
1526754785,operator,Clare College (University of Cambridge),regular
1526754789,amenity,bench,regular
1526754812,ref,CLARE/COLONY017-A,regular
1526754812,entrance,porters,regular
1526754812,operator,Clare College (University of Cambridge),regular
1526754823,amenity,bench,regular
1526754827,amenity,bench,regular
1526754836,amenity,bench,regular
1526754839,amenity,bench,regular
1526754841,amenity,bench,regular
1526754893,access,private,regular
1526754893,amenity,bicycle_parking,regular
1526754893,covered,yes,regular
1526754893,capacity,30,regular
1526754893,operator,Clare College (University of Cambridge),regular
1526754893,bicycle_parking,stands,regular
1526754946,ref,CLARE/COLONY018-A,regular
1526754946,entrance,residence,regular
1526754946,operator,Clare College (University of Cambridge),regular
1526754953,ref,CLARE/COLONY018-D,regular
1526754953,name,St. Andrews,regular
1526754953,entrance,secondary_entrance,regular
1526754953,operator,Clare College (University of Cambridge),regular
1526754962,access,private,regular
1526754962,amenity,bicycle_parking,regular
1526754962,covered,yes,regular
1526754962,capacity,30,regular
1526754962,operator,Clare College (University of Cambridge),regular
1526754962,bicycle_parking,stands,regular
1526754989,ref,CLARE/COLONY014-A,regular
1526754989,entrance,residence,regular
1526754989,operator,Clare College (University of Cambridge),regular
1526755046,ref,CLARE/COLONY018-B,regular
1526755046,entrance,secondary_entrance,regular
1526755046,operator,Clare College (University of Cambridge),regular
1526755094,ref,CLARE/COLONY014-B,regular
1526755094,entrance,secondary_entrance,regular
1526755094,operator,Clare College (University of Cambridge),regular
1526755149,access,private,regular
1526755149,amenity,bicycle_parking,regular
1526755149,covered,yes,regular
1526755149,capacity,16,regular
1526755149,operator,Clare College (University of Cambridge),regular
1526755149,bicycle_parking,stands,regular
1526755217,ref,CLARE/COLONY019-A,regular
1526755217,entrance,residence,regular
1526755217,operator,Clare College (University of Cambridge),regular
1526755224,ref,CLARE/COLONY019-B,regular
1526755224,entrance,residence,regular
1526755224,operator,Clare College (University of Cambridge),regular
